id,is_churned,recency_days,frequency_180d,monetary_180d,r_score,f_score,m_score,risk_points,risk_segment
1328,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1901,0,0,742.0,43265.28,2.0,4.0,4.0,8.0,Medium
665,0,0,601.0,26689.34,2.0,3.0,3.0,10.0,Medium
442,0,0,695.0,43327.54,2.0,4.0,4.0,8.0,Medium
1626,0,0,633.0,38098.4,2.0,4.0,4.0,8.0,Medium
1539,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
601,0,0,433.0,16109.65,2.0,3.0,2.0,11.0,High
541,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
210,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
206,0,0,266.0,18055.98,2.0,2.0,2.0,12.0,High
926,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
115,0,0,459.0,36245.03,2.0,3.0,4.0,9.0,Medium
1779,0,0,570.0,20906.45,2.0,3.0,3.0,10.0,Medium
248,0,0,280.0,13633.65,2.0,2.0,2.0,12.0,High
1003,0,0,879.0,86082.45,2.0,4.0,4.0,8.0,Medium
294,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
118,0,0,327.0,19141.46,2.0,2.0,2.0,12.0,High
292,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
755,0,0,293.0,13490.83,2.0,2.0,2.0,12.0,High
1878,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1432,0,0,763.0,34873.62,2.0,4.0,4.0,8.0,Medium
456,0,0,710.0,30186.09,2.0,4.0,3.0,9.0,Medium
623,0,0,343.0,29348.170000000002,2.0,2.0,3.0,11.0,High
1426,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
47,0,0,558.0,20056.41,2.0,3.0,2.0,11.0,High
760,0,0,646.0,26517.06,2.0,4.0,3.0,9.0,Medium
956,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
194,0,0,678.0,42450.95,2.0,4.0,4.0,8.0,Medium
693,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1246,0,0,430.0,19947.31,2.0,3.0,2.0,11.0,High
641,0,0,992.0,38374.67,2.0,4.0,4.0,8.0,Medium
1060,0,0,344.0,20186.19,2.0,2.0,2.0,12.0,High
1292,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1113,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
245,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
774,0,0,371.0,19670.46,2.0,2.0,2.0,12.0,High
1822,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1209,0,0,907.0,57713.53,2.0,4.0,4.0,8.0,Medium
997,0,0,1588.0,49949.65,2.0,4.0,4.0,8.0,Medium
1180,0,0,683.0,38324.05,2.0,4.0,4.0,8.0,Medium
318,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
691,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1993,0,0,450.0,35029.22,2.0,3.0,4.0,9.0,Medium
252,0,0,794.0,30374.510000000002,2.0,4.0,3.0,9.0,Medium
1757,0,0,441.0,19223.26,2.0,3.0,2.0,11.0,High
1324,0,0,474.0,36868.04,2.0,3.0,4.0,9.0,Medium
1557,0,0,255.0,16622.39,2.0,2.0,2.0,12.0,High
1555,0,0,247.0,22506.66,2.0,2.0,3.0,11.0,High
941,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
156,0,0,668.0,18390.78,2.0,4.0,2.0,10.0,Medium
24,0,0,439.0,18535.86,2.0,3.0,2.0,11.0,High
302,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
949,0,0,498.0,31903.62,2.0,3.0,3.0,10.0,Medium
1281,0,1,245.0,9895.69,2.0,2.0,2.0,12.0,High
1428,0,0,777.0,7554.34,2.0,4.0,2.0,10.0,Medium
433,0,0,618.0,26787.94,2.0,3.0,3.0,10.0,Medium
584,0,0,537.0,15765.55,2.0,3.0,2.0,11.0,High
1832,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
222,0,0,251.0,36891.59,2.0,2.0,4.0,10.0,Medium
648,0,0,415.0,8902.84,2.0,2.0,2.0,12.0,High
1939,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
722,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1889,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1229,0,0,419.0,30040.7,2.0,2.0,3.0,11.0,High
505,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1083,0,0,1083.0,49149.25,2.0,4.0,4.0,8.0,Medium
1656,0,0,338.0,10404.0,2.0,2.0,2.0,12.0,High
568,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1373,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
667,0,0,770.0,39540.23,2.0,4.0,4.0,8.0,Medium
480,0,1,542.0,38045.37,2.0,3.0,4.0,9.0,Medium
569,0,0,317.0,21230.12,2.0,2.0,3.0,11.0,High
1600,0,0,538.0,35691.49,2.0,3.0,4.0,9.0,Medium
1063,0,0,806.0,36250.51,2.0,4.0,4.0,8.0,Medium
32,0,0,412.0,17294.37,2.0,2.0,2.0,12.0,High
1040,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
396,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1498,0,0,367.0,17619.19,2.0,2.0,2.0,12.0,High
104,0,0,405.0,25409.25,2.0,2.0,3.0,11.0,High
1062,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1845,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1657,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1106,0,0,623.0,17757.81,2.0,4.0,2.0,10.0,Medium
1867,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1045,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1786,0,0,934.0,25514.56,2.0,4.0,3.0,9.0,Medium
1569,0,0,427.0,26767.16,2.0,3.0,3.0,10.0,Medium
899,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1595,0,0,1312.0,69801.88,2.0,4.0,4.0,8.0,Medium
446,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
53,0,0,1313.0,70640.69,2.0,4.0,4.0,8.0,Medium
1136,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
551,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1491,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
330,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
392,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1144,0,0,1030.0,38206.94,2.0,4.0,4.0,8.0,Medium
1163,0,0,224.0,21357.87,2.0,2.0,3.0,11.0,High
230,0,0,359.0,17125.89,2.0,2.0,2.0,12.0,High
1066,0,0,905.0,68481.99,2.0,4.0,4.0,8.0,Medium
460,0,0,627.0,35304.56,2.0,4.0,4.0,8.0,Medium
1661,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1926,0,0,479.0,18571.95,2.0,3.0,2.0,11.0,High
27,0,0,442.0,24579.29,2.0,3.0,3.0,10.0,Medium
365,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
50,0,0,329.0,16286.52,2.0,2.0,2.0,12.0,High
653,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
743,0,1,291.0,15022.71,2.0,2.0,2.0,12.0,High
999,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
940,0,0,554.0,21262.97,2.0,3.0,3.0,10.0,Medium
534,0,0,727.0,34986.78,2.0,4.0,4.0,8.0,Medium
1460,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
59,0,0,595.0,18174.28,2.0,3.0,2.0,11.0,High
1908,0,0,759.0,64960.79,2.0,4.0,4.0,8.0,Medium
1436,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1230,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
324,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
992,0,0,383.0,27753.91,2.0,2.0,3.0,11.0,High
198,0,0,225.0,16860.12,2.0,2.0,2.0,12.0,High
1017,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1813,0,0,553.0,42548.9,2.0,3.0,4.0,9.0,Medium
1989,0,0,859.0,65885.19,2.0,4.0,4.0,8.0,Medium
1148,0,1,423.0,20387.91,2.0,2.0,2.0,12.0,High
872,0,0,750.0,31924.15,2.0,4.0,3.0,9.0,Medium
458,0,0,194.0,17964.72,2.0,2.0,2.0,12.0,High
920,0,0,327.0,9320.35,2.0,2.0,2.0,12.0,High
1598,0,0,243.0,9206.2,2.0,2.0,2.0,12.0,High
1876,0,2,213.0,19406.4,2.0,2.0,2.0,12.0,High
412,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
190,0,0,903.0,56008.23,2.0,4.0,4.0,8.0,Medium
163,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
567,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
503,0,0,509.0,10510.8,2.0,3.0,2.0,11.0,High
469,0,1,605.0,33152.17,2.0,3.0,4.0,9.0,Medium
1851,0,0,293.0,27711.92,2.0,2.0,3.0,11.0,High
1523,0,1,442.0,17277.23,2.0,3.0,2.0,11.0,High
35,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
317,1,823,0.0,0.0,1.0,1.0,1.0,15.0,High
1195,0,0,644.0,35237.53,2.0,4.0,4.0,8.0,Medium
1238,0,0,525.0,56526.61,2.0,3.0,4.0,9.0,Medium
432,0,0,458.0,31822.85,2.0,3.0,3.0,10.0,Medium
1082,0,0,330.0,22488.76,2.0,2.0,3.0,11.0,High
120,0,0,233.0,22348.45,2.0,2.0,3.0,11.0,High
1289,1,670,0.0,0.0,1.0,1.0,1.0,15.0,High
1502,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1497,0,0,487.0,22627.27,2.0,3.0,3.0,10.0,Medium
1047,0,0,575.0,34936.8,2.0,3.0,4.0,9.0,Medium
0,0,0,631.0,36499.17,2.0,4.0,4.0,8.0,Medium
351,0,0,443.0,17334.12,2.0,3.0,2.0,11.0,High
1797,0,0,1929.0,97043.71,2.0,4.0,4.0,8.0,Medium
1386,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1122,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
255,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
765,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
703,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1919,0,0,619.0,35276.11,2.0,4.0,4.0,8.0,Medium
791,0,0,331.0,19316.98,2.0,2.0,2.0,12.0,High
199,0,0,518.0,32485.43,2.0,3.0,3.0,10.0,Medium
282,0,0,441.0,14839.23,2.0,3.0,2.0,11.0,High
908,0,0,434.0,18532.32,2.0,3.0,2.0,11.0,High
880,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
770,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1169,0,0,1586.0,76635.41,2.0,4.0,4.0,8.0,Medium
522,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1736,0,0,1285.0,56755.04,2.0,4.0,4.0,8.0,Medium
506,0,0,748.0,45491.09,2.0,4.0,4.0,8.0,Medium
131,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
76,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
249,0,0,403.0,17268.0,2.0,2.0,2.0,12.0,High
1279,0,0,731.0,31046.76,2.0,4.0,3.0,9.0,Medium
1652,0,0,460.0,19101.33,2.0,3.0,2.0,11.0,High
739,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1475,0,0,1034.0,33580.51,2.0,4.0,4.0,8.0,Medium
1251,0,0,633.0,24385.39,2.0,4.0,3.0,9.0,Medium
1119,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
592,0,0,1079.0,32700.4,2.0,4.0,4.0,8.0,Medium
692,0,0,479.0,19584.79,2.0,3.0,2.0,11.0,High
1065,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1764,0,0,318.0,20448.99,2.0,2.0,2.0,12.0,High
1830,0,0,529.0,26558.39,2.0,3.0,3.0,10.0,Medium
157,0,0,581.0,27151.19,2.0,3.0,3.0,10.0,Medium
676,0,0,654.0,38912.07,2.0,4.0,4.0,8.0,Medium
1481,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1902,0,0,497.0,24083.19,2.0,3.0,3.0,10.0,Medium
123,0,0,626.0,18576.04,2.0,4.0,2.0,10.0,Medium
1995,0,0,567.0,23566.4,2.0,3.0,3.0,10.0,Medium
1688,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1895,0,0,495.0,18933.09,2.0,3.0,2.0,11.0,High
1891,0,0,432.0,18495.92,2.0,3.0,2.0,11.0,High
453,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
341,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1571,0,0,363.0,27792.68,2.0,2.0,3.0,11.0,High
1615,0,0,334.0,15846.26,2.0,2.0,2.0,12.0,High
1647,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
680,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
52,0,0,1043.0,85247.58,2.0,4.0,4.0,8.0,Medium
1387,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1034,0,0,686.0,52622.14,2.0,4.0,4.0,8.0,Medium
677,0,0,483.0,34191.59,2.0,3.0,4.0,9.0,Medium
440,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
338,0,0,656.0,42210.0,2.0,4.0,4.0,8.0,Medium
1120,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1127,0,0,869.0,33798.43,2.0,4.0,4.0,8.0,Medium
1662,0,0,812.0,54644.51,2.0,4.0,4.0,8.0,Medium
1462,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1848,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1444,0,0,625.0,53321.93,2.0,4.0,4.0,8.0,Medium
45,0,1,322.0,8373.9,2.0,2.0,2.0,12.0,High
1102,0,0,789.0,54933.98,2.0,4.0,4.0,8.0,Medium
1636,0,0,427.0,15997.58,2.0,3.0,2.0,11.0,High
502,0,0,1116.0,40487.18,2.0,4.0,4.0,8.0,Medium
1630,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
266,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
5,0,0,224.0,16569.6,2.0,2.0,2.0,12.0,High
1712,0,0,897.0,35093.21,2.0,4.0,4.0,8.0,Medium
1360,0,0,272.0,14637.67,2.0,2.0,2.0,12.0,High
1013,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
993,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
642,0,0,306.0,20391.81,2.0,2.0,2.0,12.0,High
1871,0,0,429.0,21513.7,2.0,3.0,3.0,10.0,Medium
1721,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
868,0,0,514.0,31779.09,2.0,3.0,3.0,10.0,Medium
1517,0,0,482.0,29480.93,2.0,3.0,3.0,10.0,Medium
364,0,0,587.0,37052.79,2.0,3.0,4.0,9.0,Medium
686,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
696,0,0,650.0,53944.3,2.0,4.0,4.0,8.0,Medium
962,0,0,304.0,14863.74,2.0,2.0,2.0,12.0,High
1407,0,0,1118.0,48004.32,2.0,4.0,4.0,8.0,Medium
1015,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1456,0,0,585.0,38196.24,2.0,3.0,4.0,9.0,Medium
1861,0,0,391.0,23524.81,2.0,2.0,3.0,11.0,High
161,0,0,659.0,24035.61,2.0,4.0,3.0,9.0,Medium
263,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1389,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1707,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1374,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1855,0,0,473.0,31149.22,2.0,3.0,3.0,10.0,Medium
867,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
274,0,0,384.0,26192.51,2.0,2.0,3.0,11.0,High
1552,0,0,364.0,32922.21,2.0,2.0,4.0,10.0,Medium
635,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1526,0,0,302.0,15234.86,2.0,2.0,2.0,12.0,High
319,0,0,380.0,26297.64,2.0,2.0,3.0,11.0,High
740,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
965,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1421,0,0,249.0,16965.92,2.0,2.0,2.0,12.0,High
1538,0,0,540.0,21692.63,2.0,3.0,3.0,10.0,Medium
1101,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
92,0,0,606.0,21188.88,2.0,3.0,3.0,10.0,Medium
125,0,0,337.0,11655.27,2.0,2.0,2.0,12.0,High
449,0,0,425.0,18218.3,2.0,2.0,2.0,12.0,High
1173,0,1,461.0,30213.38,2.0,3.0,3.0,10.0,Medium
1810,0,0,420.0,21235.99,2.0,2.0,3.0,11.0,High
1843,0,0,953.0,45409.09,2.0,4.0,4.0,8.0,Medium
1578,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
658,0,0,724.0,39386.9,2.0,4.0,4.0,8.0,Medium
1858,0,0,408.0,15377.69,2.0,2.0,2.0,12.0,High
1663,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1503,0,1,314.0,16629.76,2.0,2.0,2.0,12.0,High
725,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1671,0,0,371.0,15271.71,2.0,2.0,2.0,12.0,High
1233,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1271,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
473,0,0,335.0,9658.68,2.0,2.0,2.0,12.0,High
1541,0,0,936.0,27494.24,2.0,4.0,3.0,9.0,Medium
149,0,0,472.0,38978.72,2.0,3.0,4.0,9.0,Medium
560,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1006,0,0,528.0,26431.71,2.0,3.0,3.0,10.0,Medium
368,0,0,847.0,34379.62,2.0,4.0,4.0,8.0,Medium
1696,1,610,0.0,0.0,1.0,1.0,1.0,15.0,High
416,0,0,452.0,13870.46,2.0,3.0,2.0,11.0,High
51,0,0,455.0,25300.79,2.0,3.0,3.0,10.0,Medium
196,0,1,328.0,18495.95,2.0,2.0,2.0,12.0,High
690,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1477,0,0,404.0,23410.71,2.0,2.0,3.0,11.0,High
260,0,0,195.0,9457.32,2.0,2.0,2.0,12.0,High
857,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1167,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1358,0,0,307.0,7362.1,2.0,2.0,2.0,12.0,High
1611,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
734,0,0,527.0,9813.08,2.0,3.0,2.0,11.0,High
1507,0,0,318.0,13698.33,2.0,2.0,2.0,12.0,High
504,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
524,0,1,356.0,16356.89,2.0,2.0,2.0,12.0,High
525,0,0,630.0,28343.08,2.0,4.0,3.0,9.0,Medium
250,0,0,560.0,26383.03,2.0,3.0,3.0,10.0,Medium
479,0,0,564.0,31418.79,2.0,3.0,3.0,10.0,Medium
343,0,0,456.0,17929.74,2.0,3.0,2.0,11.0,High
1196,0,0,432.0,27236.11,2.0,3.0,3.0,10.0,Medium
1530,0,2,249.0,8773.0,2.0,2.0,2.0,12.0,High
1963,0,0,2210.0,66657.6,2.0,4.0,4.0,8.0,Medium
764,0,0,437.0,26029.12,2.0,3.0,3.0,10.0,Medium
213,0,0,561.0,35794.7,2.0,3.0,4.0,9.0,Medium
410,1,1857,0.0,0.0,1.0,1.0,1.0,15.0,High
1685,0,0,343.0,21416.82,2.0,2.0,3.0,11.0,High
225,0,0,426.0,31492.49,2.0,2.0,3.0,11.0,High
1210,0,0,467.0,17817.75,2.0,3.0,2.0,11.0,High
1336,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
576,0,0,498.0,27361.93,2.0,3.0,3.0,10.0,Medium
1677,0,0,599.0,26684.18,2.0,3.0,3.0,10.0,Medium
1969,0,0,949.0,54861.95,2.0,4.0,4.0,8.0,Medium
1431,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
558,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1482,0,0,527.0,32159.36,2.0,3.0,3.0,10.0,Medium
1295,0,0,1029.0,41666.09,2.0,4.0,4.0,8.0,Medium
1468,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
538,0,0,410.0,22391.9,2.0,2.0,3.0,11.0,High
748,0,0,364.0,16354.07,2.0,2.0,2.0,12.0,High
1068,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
41,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
807,0,0,337.0,15462.05,2.0,2.0,2.0,12.0,High
1430,0,0,388.0,29640.89,2.0,2.0,3.0,11.0,High
1873,0,0,1124.0,50040.98,2.0,4.0,4.0,8.0,Medium
204,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
424,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
980,0,0,323.0,14910.31,2.0,2.0,2.0,12.0,High
1415,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
600,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
652,0,0,713.0,23961.97,2.0,4.0,3.0,9.0,Medium
1129,0,0,761.0,42434.21,2.0,4.0,4.0,8.0,Medium
885,0,0,555.0,9949.75,2.0,3.0,2.0,11.0,High
1899,0,0,364.0,11532.73,2.0,2.0,2.0,12.0,High
1369,0,0,914.0,26291.48,2.0,4.0,3.0,9.0,Medium
1057,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1302,0,0,539.0,33601.03,2.0,3.0,4.0,9.0,Medium
415,0,0,380.0,15010.41,2.0,2.0,2.0,12.0,High
83,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1093,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
28,0,0,327.0,23490.54,2.0,2.0,3.0,11.0,High
33,0,0,550.0,34703.27,2.0,3.0,4.0,9.0,Medium
1646,0,0,523.0,12432.18,2.0,3.0,2.0,11.0,High
1847,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1152,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
134,0,0,462.0,26137.98,2.0,3.0,3.0,10.0,Medium
188,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
220,0,0,265.0,24353.99,2.0,2.0,3.0,11.0,High
1343,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1930,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1260,0,0,360.0,18967.67,2.0,2.0,2.0,12.0,High
96,0,0,1967.0,173036.36,2.0,4.0,4.0,8.0,Medium
1166,0,0,857.0,44319.39,2.0,4.0,4.0,8.0,Medium
1533,0,0,421.0,30092.01,2.0,2.0,3.0,11.0,High
88,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1451,0,0,1131.0,57407.02,2.0,4.0,4.0,8.0,Medium
57,0,0,611.0,27857.29,2.0,3.0,3.0,10.0,Medium
1335,0,0,661.0,49370.65,2.0,4.0,4.0,8.0,Medium
816,0,0,409.0,23486.14,2.0,2.0,3.0,11.0,High
1081,0,0,958.0,72771.02,2.0,4.0,4.0,8.0,Medium
1385,0,0,665.0,50488.8,2.0,4.0,4.0,8.0,Medium
1125,0,0,352.0,26934.69,2.0,2.0,3.0,11.0,High
1952,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1870,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1345,0,0,589.0,31106.21,2.0,3.0,3.0,10.0,Medium
1695,0,0,295.0,26885.8,2.0,2.0,3.0,11.0,High
1906,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1985,0,0,926.0,14905.28,2.0,4.0,2.0,10.0,Medium
1604,0,0,1172.0,46249.03,2.0,4.0,4.0,8.0,Medium
1933,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
649,0,0,525.0,17478.86,2.0,3.0,2.0,11.0,High
1486,0,0,334.0,9151.03,2.0,2.0,2.0,12.0,High
1744,0,0,244.0,11670.71,2.0,2.0,2.0,12.0,High
1272,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
400,1,610,0.0,0.0,1.0,1.0,1.0,15.0,High
1994,0,0,505.0,33092.18,2.0,3.0,4.0,9.0,Medium
572,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1442,0,0,654.0,31587.91,2.0,4.0,3.0,9.0,Medium
1853,0,0,409.0,18465.03,2.0,2.0,2.0,12.0,High
556,0,0,729.0,25609.44,2.0,4.0,3.0,9.0,Medium
1960,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
321,0,1,374.0,16864.08,2.0,2.0,2.0,12.0,High
483,0,3,293.0,15388.89,2.0,2.0,2.0,12.0,High
404,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1510,1,2252,0.0,0.0,1.0,1.0,1.0,15.0,High
916,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1635,0,0,573.0,18584.96,2.0,3.0,2.0,11.0,High
1384,0,0,458.0,27584.98,2.0,3.0,3.0,10.0,Medium
943,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1236,0,0,545.0,17201.5,2.0,3.0,2.0,11.0,High
969,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
508,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
496,0,2,268.0,13942.75,2.0,2.0,2.0,12.0,High
450,0,0,399.0,24350.34,2.0,2.0,3.0,11.0,High
1753,0,0,419.0,22720.22,2.0,2.0,3.0,11.0,High
304,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
839,0,1,260.0,28082.92,2.0,2.0,3.0,11.0,High
138,0,0,437.0,19505.96,2.0,3.0,2.0,11.0,High
43,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1187,0,0,208.0,10923.37,2.0,2.0,2.0,12.0,High
849,0,0,513.0,18091.8,2.0,3.0,2.0,11.0,High
654,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1898,0,0,624.0,32665.26,2.0,4.0,3.0,9.0,Medium
1971,0,0,489.0,26140.75,2.0,3.0,3.0,10.0,Medium
1020,0,0,871.0,45130.57,2.0,4.0,4.0,8.0,Medium
22,0,0,603.0,27939.87,2.0,3.0,3.0,10.0,Medium
436,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1823,0,0,479.0,40071.52,2.0,3.0,4.0,9.0,Medium
589,0,3,218.0,11425.45,2.0,2.0,2.0,12.0,High
49,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1350,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
1525,0,0,487.0,17802.64,2.0,3.0,2.0,11.0,High
69,0,0,430.0,18247.66,2.0,3.0,2.0,11.0,High
234,0,0,414.0,24350.54,2.0,2.0,3.0,11.0,High
608,0,3,357.0,12935.88,2.0,2.0,2.0,12.0,High
1064,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
374,0,0,377.0,15020.04,2.0,2.0,2.0,12.0,High
286,0,0,404.0,20153.95,2.0,2.0,2.0,12.0,High
1419,0,18200,0.0,0.0,1.0,1.0,1.0,15.0,High
